user_id,age_group,device_type,input_mode,task_type,error_count,task_completion_time_sec,user_satisfaction_score,needs_assistance_flag
8310,30-45,Feature Phone,Voice,Check Balance,0,74,2,1
8311,30-45,Feature Phone,Haptic,Check Balance,2,34,3,0
8312,30-45,Smartwatch,Voice,Transfer Money,3,101,6,1
8313,45-60,Smartphone,Touch,Make Payment,4,83,3,1
8314,60+,Smartphone,Voice,Transfer Money,4,97,1,1
8315,60+,Smartphone,Haptic,Make Payment,0,58,7,0
8316,18-30,Smartwatch,Touch,Make Payment,1,119,7,1
8317,45-60,Smartwatch,Voice,Check Balance,2,82,2,1
8318,60+,Feature Phone,Touch,Check Balance,1,29,5,0
8319,45-60,Smartwatch,Voice,Check Balance,0,113,9,1
8320,18-30,Feature Phone,Haptic,Make Payment,0,9,3,0
8321,18-30,Feature Phone,Touch,Make Payment,2,6,8,0
8322,18-30,Smartphone,Voice,Transfer Money,4,115,4,1
8323,30-45,Smartwatch,Voice,Check Balance,4,84,3,1
8324,45-60,Smartphone,Touch,Check Balance,2,107,2,1
8325,18-30,Smartphone,Touch,Make Payment,1,67,9,1
8326,45-60,Smartwatch,Touch,Check Balance,2,58,5,0
8327,30-45,Smartwatch,Touch,Make Payment,4,42,9,1
8328,30-45,Feature Phone,Voice,Transfer Money,1,21,8,0
8329,18-30,Feature Phone,Voice,Transfer Money,3,35,3,1
8330,18-30,Feature Phone,Voice,Check Balance,1,5,4,0
8331,60+,Feature Phone,Haptic,Transfer Money,4,10,6,1
8332,45-60,Smartphone,Touch,Check Balance,0,99,5,1
8333,18-30,Smartphone,Voice,Check Balance,1,74,3,1
8334,60+,Smartwatch,Touch,Make Payment,1,40,5,0
8335,45-60,Feature Phone,Touch,Make Payment,0,12,5,0
8336,18-30,Feature Phone,Voice,Check Balance,4,97,9,1
8337,60+,Feature Phone,Touch,Transfer Money,3,77,4,1
8338,60+,Smartphone,Touch,Transfer Money,3,90,8,1
8339,45-60,Smartwatch,Touch,Check Balance,2,14,4,0
8340,60+,Smartphone,Touch,Check Balance,3,28,2,1
8341,45-60,Smartwatch,Touch,Transfer Money,3,67,3,1
8342,45-60,Smartwatch,Voice,Transfer Money,1,44,4,0
8343,45-60,Smartphone,Voice,Make Payment,2,6,8,0
8344,30-45,Smartphone,Touch,Make Payment,3,24,9,1
8345,60+,Smartwatch,Touch,Transfer Money,1,85,6,1
8346,45-60,Smartphone,Touch,Make Payment,2,37,8,0
8347,18-30,Smartphone,Haptic,Make Payment,1,18,5,0
8348,30-45,Smartwatch,Touch,Check Balance,0,100,5,1
8349,30-45,Smartwatch,Haptic,Make Payment,4,58,8,1
8350,60+,Feature Phone,Haptic,Make Payment,4,59,4,1
8351,45-60,Smartphone,Haptic,Check Balance,4,41,3,1
8352,60+,Smartwatch,Voice,Transfer Money,3,92,2,1
8353,30-45,Smartphone,Haptic,Make Payment,4,109,8,1
8354,45-60,Smartphone,Touch,Make Payment,4,88,5,1
8355,18-30,Smartwatch,Touch,Transfer Money,2,117,6,1
8356,45-60,Feature Phone,Voice,Make Payment,2,10,9,0
8357,30-45,Smartwatch,Voice,Transfer Money,2,37,3,0
8358,18-30,Smartwatch,Touch,Check Balance,3,54,4,1
8359,45-60,Smartphone,Voice,Transfer Money,4,96,2,1
8360,18-30,Feature Phone,Voice,Transfer Money,3,79,6,1
8361,18-30,Smartwatch,Haptic,Transfer Money,3,104,9,1
8362,30-45,Smartphone,Haptic,Check Balance,3,88,2,1
8363,18-30,Smartwatch,Voice,Transfer Money,3,74,5,1
8364,60+,Smartphone,Touch,Transfer Money,3,76,1,1
8365,30-45,Smartwatch,Haptic,Check Balance,3,87,4,1
8366,60+,Feature Phone,Touch,Make Payment,4,83,8,1
8367,18-30,Smartwatch,Voice,Make Payment,2,90,3,1
8368,60+,Smartphone,Touch,Transfer Money,1,55,4,0
8369,45-60,Smartwatch,Touch,Check Balance,1,70,2,1
8370,18-30,Feature Phone,Touch,Check Balance,1,65,9,1
8371,45-60,Feature Phone,Touch,Transfer Money,0,32,5,0
8372,60+,Feature Phone,Voice,Transfer Money,2,104,3,1
8373,45-60,Feature Phone,Voice,Make Payment,4,104,7,1
8374,18-30,Smartphone,Haptic,Make Payment,3,48,1,1
8375,45-60,Smartwatch,Haptic,Transfer Money,1,86,9,1
8376,60+,Feature Phone,Haptic,Check Balance,2,16,7,0
8377,60+,Smartwatch,Haptic,Transfer Money,4,87,1,1
8378,60+,Smartphone,Touch,Check Balance,1,61,4,1
8379,18-30,Smartwatch,Haptic,Make Payment,2,30,7,0
8380,60+,Smartwatch,Haptic,Transfer Money,4,29,4,1
8381,18-30,Feature Phone,Touch,Check Balance,2,96,7,1
8382,45-60,Feature Phone,Voice,Make Payment,3,19,3,1
8383,60+,Smartphone,Haptic,Transfer Money,2,78,4,1
8384,45-60,Smartwatch,Voice,Transfer Money,2,107,3,1
8385,30-45,Smartphone,Haptic,Make Payment,0,102,4,1
8386,45-60,Smartphone,Voice,Transfer Money,3,81,3,1
8387,30-45,Smartphone,Haptic,Make Payment,2,84,5,1
8388,45-60,Feature Phone,Voice,Check Balance,3,57,4,1
8389,18-30,Feature Phone,Voice,Transfer Money,2,108,3,1
8390,45-60,Smartwatch,Haptic,Make Payment,3,99,5,1
8391,18-30,Smartwatch,Voice,Make Payment,4,69,9,1
8392,18-30,Smartwatch,Haptic,Check Balance,1,117,1,1
8393,60+,Feature Phone,Haptic,Transfer Money,0,115,4,1
8394,18-30,Feature Phone,Touch,Make Payment,1,58,7,0
8395,30-45,Smartphone,Haptic,Make Payment,2,91,4,1
8396,60+,Feature Phone,Haptic,Make Payment,2,82,8,1
8397,60+,Smartphone,Haptic,Transfer Money,4,43,7,1
8398,45-60,Smartphone,Haptic,Transfer Money,2,98,5,1
8399,18-30,Feature Phone,Touch,Check Balance,3,55,4,1
8400,18-30,Smartphone,Touch,Check Balance,1,110,8,1
8401,30-45,Smartphone,Touch,Check Balance,2,24,1,0
8402,45-60,Smartwatch,Touch,Transfer Money,4,68,2,1
8403,45-60,Smartphone,Voice,Make Payment,0,93,5,1
8404,60+,Feature Phone,Haptic,Transfer Money,1,15,7,0
8405,60+,Feature Phone,Touch,Transfer Money,4,94,9,1
8406,60+,Smartphone,Haptic,Transfer Money,4,56,3,1
8407,30-45,Smartwatch,Touch,Check Balance,1,89,5,1
8408,30-45,Feature Phone,Haptic,Make Payment,4,58,2,1
8409,60+,Feature Phone,Voice,Transfer Money,0,73,6,1
8410,45-60,Smartwatch,Touch,Check Balance,0,11,6,0
8411,30-45,Smartphone,Voice,Transfer Money,2,16,4,0
8412,45-60,Feature Phone,Voice,Make Payment,3,6,2,1
8413,45-60,Smartphone,Haptic,Check Balance,2,107,8,1
8414,18-30,Smartphone,Touch,Transfer Money,3,25,8,1
8415,60+,Smartphone,Voice,Check Balance,1,100,1,1
8416,18-30,Smartphone,Haptic,Make Payment,4,73,2,1
8417,60+,Feature Phone,Haptic,Make Payment,2,95,4,1
8418,60+,Smartwatch,Haptic,Check Balance,4,99,1,1
8419,45-60,Feature Phone,Voice,Transfer Money,2,80,6,1
8420,60+,Smartwatch,Haptic,Make Payment,2,40,2,0
8421,45-60,Smartphone,Haptic,Make Payment,0,25,3,0
8422,45-60,Smartwatch,Haptic,Transfer Money,3,57,9,1
8423,60+,Smartphone,Voice,Check Balance,1,23,7,0
8424,45-60,Feature Phone,Haptic,Check Balance,4,7,4,1
8425,45-60,Feature Phone,Voice,Transfer Money,2,64,1,1
8426,45-60,Smartwatch,Haptic,Make Payment,4,85,4,1
8427,30-45,Smartphone,Voice,Make Payment,0,98,6,1
8428,45-60,Smartphone,Voice,Transfer Money,1,104,8,1
8429,30-45,Smartwatch,Touch,Transfer Money,3,77,9,1
8430,30-45,Smartphone,Touch,Check Balance,3,38,4,1
8431,45-60,Smartphone,Touch,Check Balance,2,33,6,0
8432,45-60,Smartphone,Voice,Transfer Money,1,78,2,1
8433,30-45,Feature Phone,Haptic,Make Payment,3,61,2,1
8434,30-45,Feature Phone,Haptic,Check Balance,1,77,6,1
8435,45-60,Feature Phone,Voice,Transfer Money,4,44,9,1
8436,45-60,Smartphone,Haptic,Make Payment,0,54,3,0
8437,60+,Feature Phone,Voice,Check Balance,1,79,4,1
8438,30-45,Smartphone,Haptic,Transfer Money,1,23,9,0
8439,30-45,Smartphone,Voice,Transfer Money,3,26,9,1
8440,60+,Smartwatch,Touch,Make Payment,2,118,5,1
8441,30-45,Smartphone,Touch,Make Payment,2,55,9,0
8442,18-30,Feature Phone,Haptic,Transfer Money,4,53,5,1
8443,30-45,Feature Phone,Haptic,Make Payment,3,56,5,1
8444,60+,Smartphone,Haptic,Transfer Money,3,26,7,1
8445,18-30,Feature Phone,Haptic,Make Payment,0,117,6,1
8446,45-60,Smartphone,Touch,Make Payment,2,66,7,1
8447,60+,Smartwatch,Touch,Check Balance,3,115,2,1
8448,60+,Smartphone,Voice,Check Balance,4,64,9,1
8449,45-60,Smartphone,Haptic,Make Payment,0,84,6,1
8450,60+,Smartwatch,Touch,Transfer Money,2,85,9,1
8451,30-45,Feature Phone,Voice,Make Payment,2,108,1,1
8452,45-60,Smartwatch,Voice,Check Balance,2,11,2,0
8453,60+,Smartwatch,Voice,Transfer Money,0,57,7,0
8454,45-60,Smartphone,Touch,Make Payment,4,35,2,1
8455,45-60,Smartphone,Voice,Make Payment,4,8,6,1
8456,45-60,Smartwatch,Haptic,Make Payment,3,97,2,1
8457,18-30,Feature Phone,Voice,Make Payment,3,11,5,1
8458,60+,Smartwatch,Voice,Check Balance,2,111,6,1
8459,18-30,Feature Phone,Touch,Check Balance,1,98,7,1
8460,60+,Smartwatch,Voice,Check Balance,3,7,1,1
8461,30-45,Smartwatch,Touch,Check Balance,4,29,2,1
8462,30-45,Feature Phone,Touch,Transfer Money,2,38,2,0
8463,30-45,Smartwatch,Haptic,Transfer Money,4,37,1,1
8464,60+,Smartphone,Voice,Transfer Money,2,99,3,1
8465,45-60,Smartwatch,Haptic,Make Payment,0,92,6,1
8466,45-60,Smartphone,Haptic,Transfer Money,3,42,9,1
8467,18-30,Feature Phone,Voice,Check Balance,0,114,3,1
8468,18-30,Feature Phone,Voice,Check Balance,3,8,3,1
8469,30-45,Smartphone,Touch,Make Payment,4,52,2,1
8470,18-30,Smartwatch,Voice,Transfer Money,4,78,2,1
8471,60+,Smartphone,Touch,Make Payment,1,93,7,1
8472,60+,Smartphone,Haptic,Make Payment,4,105,4,1
8473,18-30,Feature Phone,Haptic,Transfer Money,2,65,6,1
8474,18-30,Smartphone,Touch,Make Payment,1,111,8,1
8475,18-30,Smartwatch,Voice,Transfer Money,2,69,5,1
8476,18-30,Smartphone,Voice,Transfer Money,1,85,3,1
8477,30-45,Feature Phone,Touch,Make Payment,2,114,2,1
8478,30-45,Smartwatch,Haptic,Check Balance,1,75,6,1
8479,18-30,Feature Phone,Touch,Transfer Money,3,82,8,1
8480,60+,Smartphone,Voice,Check Balance,3,65,4,1
8481,30-45,Smartphone,Voice,Check Balance,1,5,2,0
8482,60+,Feature Phone,Touch,Transfer Money,0,10,3,0
8483,45-60,Feature Phone,Voice,Check Balance,1,107,3,1
8484,60+,Smartwatch,Haptic,Make Payment,0,111,9,1
8485,18-30,Feature Phone,Touch,Make Payment,2,78,4,1
8486,45-60,Feature Phone,Haptic,Check Balance,1,25,6,0
8487,30-45,Smartphone,Haptic,Make Payment,0,71,9,1
8488,30-45,Smartphone,Touch,Transfer Money,1,87,8,1
8489,45-60,Feature Phone,Touch,Transfer Money,3,32,9,1
8490,60+,Feature Phone,Voice,Check Balance,3,70,6,1
8491,30-45,Smartphone,Voice,Make Payment,1,31,2,0
8492,18-30,Smartwatch,Touch,Check Balance,1,112,5,1
8493,45-60,Smartwatch,Touch,Make Payment,4,36,3,1
8494,18-30,Smartwatch,Voice,Transfer Money,3,16,3,1
8495,45-60,Smartwatch,Voice,Make Payment,2,69,1,1
8496,30-45,Smartphone,Voice,Make Payment,1,50,4,0
8497,60+,Feature Phone,Touch,Check Balance,4,111,7,1
8498,45-60,Smartwatch,Touch,Transfer Money,1,44,3,0
8499,45-60,Smartphone,Voice,Make Payment,3,97,7,1
8500,18-30,Feature Phone,Haptic,Transfer Money,0,13,6,0
8501,30-45,Smartwatch,Haptic,Make Payment,0,86,1,1
8502,18-30,Feature Phone,Voice,Transfer Money,3,66,5,1
8503,30-45,Smartwatch,Touch,Make Payment,2,113,6,1
8504,18-30,Feature Phone,Touch,Transfer Money,4,104,9,1
8505,45-60,Smartwatch,Haptic,Make Payment,1,20,6,0
8506,18-30,Smartwatch,Voice,Transfer Money,1,103,8,1
8507,60+,Feature Phone,Haptic,Make Payment,1,104,2,1
8508,30-45,Feature Phone,Haptic,Make Payment,4,72,1,1
8509,30-45,Feature Phone,Voice,Transfer Money,4,44,1,1
8510,45-60,Smartphone,Haptic,Check Balance,3,111,7,1
8511,30-45,Smartphone,Touch,Make Payment,4,39,8,1
8512,60+,Feature Phone,Haptic,Make Payment,1,87,8,1
8513,18-30,Smartphone,Voice,Check Balance,1,64,3,1
8514,45-60,Smartwatch,Touch,Make Payment,4,74,5,1
8515,60+,Feature Phone,Touch,Transfer Money,4,99,7,1
8516,30-45,Smartphone,Haptic,Check Balance,3,95,9,1
8517,30-45,Feature Phone,Touch,Make Payment,0,7,5,0
8518,60+,Smartwatch,Voice,Transfer Money,4,57,4,1
8519,18-30,Smartwatch,Haptic,Transfer Money,0,104,4,1
8520,18-30,Smartphone,Touch,Check Balance,2,63,6,1
8521,45-60,Smartwatch,Voice,Check Balance,0,40,9,0
8522,30-45,Feature Phone,Haptic,Check Balance,4,70,1,1
8523,60+,Smartphone,Voice,Transfer Money,1,116,1,1
8524,18-30,Feature Phone,Touch,Make Payment,1,41,1,0
8525,45-60,Feature Phone,Haptic,Transfer Money,4,83,4,1
8526,30-45,Feature Phone,Haptic,Transfer Money,3,105,4,1
8527,30-45,Smartwatch,Touch,Check Balance,4,91,8,1
8528,45-60,Feature Phone,Voice,Make Payment,4,48,5,1
8529,45-60,Smartwatch,Touch,Transfer Money,3,68,4,1
8530,18-30,Feature Phone,Haptic,Check Balance,3,55,8,1
8531,60+,Smartwatch,Haptic,Check Balance,2,115,7,1
8532,30-45,Smartwatch,Touch,Make Payment,2,10,6,0
8533,60+,Smartwatch,Voice,Make Payment,2,101,2,1
8534,30-45,Feature Phone,Touch,Check Balance,3,73,5,1
8535,30-45,Feature Phone,Voice,Make Payment,0,25,2,0
8536,60+,Smartwatch,Voice,Make Payment,4,61,6,1
8537,45-60,Feature Phone,Haptic,Transfer Money,2,32,9,0
8538,18-30,Smartwatch,Voice,Make Payment,0,89,9,1
8539,30-45,Feature Phone,Haptic,Check Balance,4,28,6,1
8540,45-60,Smartwatch,Voice,Make Payment,0,119,4,1
8541,30-45,Smartwatch,Voice,Transfer Money,1,96,9,1
8542,18-30,Smartphone,Haptic,Make Payment,1,79,5,1
8543,30-45,Feature Phone,Voice,Transfer Money,4,67,8,1
8544,18-30,Feature Phone,Touch,Make Payment,0,26,9,0
8545,18-30,Smartphone,Voice,Make Payment,0,114,5,1
8546,30-45,Smartwatch,Haptic,Check Balance,3,114,6,1
8547,30-45,Smartwatch,Haptic,Check Balance,2,38,4,0
8548,18-30,Smartphone,Touch,Make Payment,4,41,1,1
8549,45-60,Smartphone,Voice,Make Payment,0,45,1,0
8550,60+,Smartwatch,Touch,Transfer Money,2,85,5,1
8551,18-30,Feature Phone,Voice,Transfer Money,4,119,3,1
8552,30-45,Smartphone,Touch,Check Balance,0,83,7,1
8553,30-45,Smartphone,Haptic,Make Payment,1,97,4,1
8554,45-60,Smartphone,Haptic,Make Payment,0,102,4,1
8555,60+,Smartphone,Touch,Transfer Money,1,109,4,1
8556,18-30,Smartphone,Voice,Make Payment,1,47,6,0
8557,18-30,Smartphone,Voice,Make Payment,3,26,9,1
8558,60+,Smartwatch,Haptic,Make Payment,3,95,9,1
8559,18-30,Smartwatch,Voice,Transfer Money,2,106,5,1
8560,60+,Smartphone,Touch,Transfer Money,4,19,8,1
8561,30-45,Smartwatch,Touch,Transfer Money,2,25,4,0
8562,60+,Feature Phone,Voice,Make Payment,3,56,8,1
8563,18-30,Feature Phone,Haptic,Transfer Money,2,8,9,0
8564,60+,Smartphone,Haptic,Check Balance,4,51,8,1
8565,45-60,Feature Phone,Haptic,Check Balance,4,22,8,1
8566,30-45,Feature Phone,Haptic,Transfer Money,0,75,9,1
8567,30-45,Smartwatch,Haptic,Transfer Money,2,84,8,1
8568,60+,Smartwatch,Touch,Make Payment,3,39,4,1
8569,18-30,Smartwatch,Voice,Transfer Money,0,80,5,1
8570,45-60,Smartwatch,Touch,Transfer Money,2,11,6,0
8571,30-45,Feature Phone,Haptic,Check Balance,4,45,5,1
8572,30-45,Smartphone,Haptic,Check Balance,3,14,9,1
8573,18-30,Smartwatch,Voice,Check Balance,2,66,2,1
8574,18-30,Feature Phone,Voice,Check Balance,4,69,6,1
8575,45-60,Smartwatch,Voice,Transfer Money,4,16,2,1
8576,60+,Feature Phone,Touch,Check Balance,2,95,8,1
8577,18-30,Smartwatch,Voice,Make Payment,2,32,8,0
8578,60+,Smartphone,Touch,Make Payment,3,62,5,1
8579,45-60,Smartwatch,Haptic,Transfer Money,0,60,8,0
8580,60+,Smartphone,Touch,Make Payment,4,22,5,1
8581,30-45,Smartwatch,Voice,Check Balance,0,69,4,1
8582,60+,Smartwatch,Touch,Check Balance,0,61,9,1
8583,45-60,Smartwatch,Touch,Make Payment,4,54,8,1
8584,45-60,Feature Phone,Touch,Transfer Money,2,91,4,1
8585,45-60,Feature Phone,Voice,Check Balance,4,107,2,1
8586,60+,Smartphone,Touch,Check Balance,0,85,2,1
8587,30-45,Smartphone,Voice,Make Payment,3,49,2,1
8588,18-30,Feature Phone,Touch,Transfer Money,4,66,8,1
8589,30-45,Smartphone,Touch,Transfer Money,3,110,6,1
8590,60+,Smartphone,Touch,Make Payment,2,114,1,1
8591,60+,Feature Phone,Voice,Check Balance,2,69,4,1
8592,18-30,Feature Phone,Voice,Make Payment,3,59,3,1
8593,60+,Feature Phone,Voice,Make Payment,3,42,7,1
8594,45-60,Feature Phone,Haptic,Make Payment,4,8,5,1
8595,45-60,Smartwatch,Voice,Check Balance,2,119,1,1
8596,45-60,Feature Phone,Touch,Check Balance,3,19,6,1
8597,45-60,Smartphone,Haptic,Make Payment,1,25,4,0
8598,45-60,Smartwatch,Voice,Transfer Money,4,25,6,1
8599,60+,Smartwatch,Voice,Make Payment,4,55,7,1
8600,18-30,Smartphone,Haptic,Check Balance,1,90,9,1
8601,18-30,Smartwatch,Haptic,Transfer Money,2,112,1,1
8602,45-60,Smartphone,Voice,Transfer Money,3,82,6,1
8603,60+,Smartwatch,Haptic,Check Balance,3,39,8,1
8604,30-45,Smartwatch,Touch,Check Balance,2,8,4,0
8605,30-45,Smartphone,Touch,Make Payment,1,103,9,1
8606,60+,Smartphone,Touch,Check Balance,1,36,4,0
8607,45-60,Smartphone,Voice,Transfer Money,1,96,4,1
8608,18-30,Smartphone,Touch,Make Payment,4,16,9,1
8609,60+,Feature Phone,Haptic,Make Payment,3,58,4,1
8610,30-45,Feature Phone,Touch,Transfer Money,0,34,9,0
8611,30-45,Smartphone,Haptic,Check Balance,4,13,1,1
8612,30-45,Feature Phone,Touch,Make Payment,4,23,8,1
8613,45-60,Smartphone,Haptic,Transfer Money,3,84,2,1
8614,30-45,Smartphone,Touch,Transfer Money,2,34,8,0
8615,60+,Smartwatch,Touch,Transfer Money,3,69,5,1
8616,60+,Smartphone,Touch,Check Balance,2,114,1,1
8617,30-45,Smartphone,Haptic,Check Balance,3,49,1,1
8618,60+,Smartphone,Haptic,Check Balance,4,27,6,1
8619,30-45,Smartphone,Touch,Check Balance,1,80,1,1
8620,30-45,Smartwatch,Haptic,Transfer Money,4,9,2,1
8621,18-30,Smartphone,Haptic,Make Payment,4,88,3,1
8622,45-60,Smartwatch,Voice,Transfer Money,0,71,2,1
8623,45-60,Smartphone,Touch,Make Payment,4,70,9,1
8624,18-30,Smartwatch,Haptic,Make Payment,4,47,6,1
8625,18-30,Feature Phone,Haptic,Make Payment,4,88,9,1
8626,45-60,Smartwatch,Haptic,Check Balance,0,6,5,0
8627,30-45,Smartwatch,Haptic,Transfer Money,2,52,4,0
8628,30-45,Smartphone,Voice,Make Payment,0,62,2,1
8629,45-60,Smartwatch,Haptic,Transfer Money,1,44,4,0
8630,30-45,Smartwatch,Haptic,Check Balance,2,103,8,1
8631,18-30,Smartphone,Voice,Make Payment,0,57,2,0
8632,30-45,Feature Phone,Touch,Check Balance,1,63,8,1
8633,30-45,Feature Phone,Touch,Check Balance,1,72,2,1
8634,60+,Feature Phone,Voice,Transfer Money,3,67,1,1
8635,60+,Smartwatch,Touch,Make Payment,3,40,4,1
8636,60+,Smartphone,Touch,Check Balance,4,44,7,1
8637,30-45,Feature Phone,Voice,Transfer Money,2,10,2,0
8638,45-60,Feature Phone,Haptic,Make Payment,0,18,3,0
8639,18-30,Feature Phone,Voice,Make Payment,4,83,6,1
8640,30-45,Feature Phone,Voice,Check Balance,2,117,2,1
8641,45-60,Smartphone,Voice,Check Balance,3,105,9,1
8642,30-45,Feature Phone,Voice,Check Balance,0,37,6,0
8643,18-30,Smartwatch,Voice,Check Balance,1,112,6,1
8644,30-45,Smartwatch,Haptic,Make Payment,1,23,8,0
8645,18-30,Smartphone,Touch,Check Balance,4,80,1,1
8646,30-45,Feature Phone,Voice,Check Balance,4,47,3,1
8647,18-30,Feature Phone,Haptic,Check Balance,0,58,2,0
8648,30-45,Smartwatch,Voice,Make Payment,1,77,1,1
8649,18-30,Smartphone,Haptic,Transfer Money,4,87,6,1
8650,60+,Smartwatch,Touch,Transfer Money,1,100,4,1
8651,30-45,Smartphone,Haptic,Make Payment,3,96,6,1
8652,30-45,Smartphone,Haptic,Transfer Money,4,96,8,1
8653,45-60,Smartphone,Touch,Make Payment,2,99,7,1
8654,45-60,Smartwatch,Touch,Check Balance,4,65,3,1
8655,18-30,Smartphone,Haptic,Transfer Money,3,104,3,1
8656,30-45,Smartwatch,Voice,Make Payment,0,17,6,0
8657,18-30,Smartwatch,Voice,Make Payment,1,46,1,0
8658,60+,Feature Phone,Touch,Check Balance,0,101,3,1
8659,45-60,Smartwatch,Voice,Make Payment,4,110,8,1
8660,18-30,Smartwatch,Touch,Transfer Money,2,22,3,0
8661,18-30,Feature Phone,Haptic,Check Balance,0,97,1,1
8662,45-60,Feature Phone,Haptic,Make Payment,2,113,9,1
8663,30-45,Feature Phone,Voice,Check Balance,4,107,2,1
8664,18-30,Smartphone,Touch,Make Payment,2,76,7,1
8665,45-60,Smartphone,Voice,Transfer Money,2,117,8,1
8666,30-45,Feature Phone,Voice,Transfer Money,3,90,3,1
8667,60+,Smartphone,Haptic,Check Balance,0,69,7,1
8668,45-60,Feature Phone,Voice,Make Payment,4,52,4,1
8669,18-30,Smartphone,Haptic,Check Balance,3,99,2,1
8670,60+,Smartwatch,Touch,Check Balance,2,88,4,1
8671,30-45,Smartphone,Voice,Transfer Money,3,40,8,1
8672,30-45,Smartphone,Haptic,Check Balance,3,91,2,1
8673,45-60,Smartwatch,Voice,Make Payment,2,85,6,1
8674,45-60,Feature Phone,Touch,Transfer Money,4,49,3,1
8675,45-60,Smartphone,Voice,Make Payment,1,14,3,0
8676,30-45,Smartphone,Voice,Check Balance,3,13,6,1
8677,60+,Smartwatch,Haptic,Transfer Money,0,50,3,0
8678,30-45,Smartwatch,Touch,Make Payment,2,21,2,0
8679,18-30,Smartwatch,Touch,Make Payment,1,71,2,1
8680,30-45,Smartwatch,Touch,Check Balance,3,37,3,1
8681,18-30,Feature Phone,Voice,Make Payment,2,69,2,1
8682,60+,Smartphone,Haptic,Check Balance,2,24,6,0
8683,45-60,Smartphone,Voice,Check Balance,3,70,4,1
8684,45-60,Smartphone,Voice,Check Balance,0,20,1,0
8685,30-45,Smartphone,Voice,Check Balance,2,77,3,1
8686,45-60,Feature Phone,Touch,Transfer Money,2,18,3,0
8687,60+,Smartphone,Haptic,Make Payment,3,5,4,1
8688,45-60,Feature Phone,Touch,Make Payment,1,39,6,0
8689,30-45,Feature Phone,Voice,Transfer Money,2,86,1,1
8690,60+,Smartwatch,Voice,Check Balance,2,5,2,0
8691,18-30,Smartwatch,Haptic,Check Balance,3,47,3,1
8692,30-45,Smartphone,Touch,Check Balance,2,73,5,1
8693,18-30,Feature Phone,Voice,Check Balance,3,79,7,1
8694,60+,Smartwatch,Voice,Transfer Money,0,106,1,1
8695,30-45,Feature Phone,Haptic,Make Payment,3,92,2,1
8696,30-45,Smartwatch,Voice,Check Balance,1,107,4,1
8697,60+,Feature Phone,Touch,Check Balance,2,113,1,1
8698,45-60,Smartphone,Touch,Check Balance,0,100,1,1
8699,30-45,Smartphone,Voice,Make Payment,2,59,9,0
8700,30-45,Feature Phone,Voice,Make Payment,2,20,6,0
8701,18-30,Smartwatch,Voice,Transfer Money,3,71,2,1
8702,45-60,Smartwatch,Haptic,Make Payment,2,115,7,1
8703,18-30,Smartphone,Haptic,Make Payment,0,67,6,1
8704,18-30,Smartphone,Touch,Check Balance,4,76,6,1
8705,45-60,Smartphone,Touch,Make Payment,2,100,8,1
8706,45-60,Smartwatch,Voice,Check Balance,3,26,3,1
8707,60+,Smartwatch,Voice,Transfer Money,1,60,2,0
8708,45-60,Smartphone,Voice,Check Balance,2,56,9,0
8709,30-45,Feature Phone,Haptic,Transfer Money,3,116,5,1
8710,45-60,Smartwatch,Haptic,Make Payment,2,85,6,1
8711,60+,Smartphone,Voice,Transfer Money,4,31,7,1
8712,60+,Feature Phone,Voice,Check Balance,4,68,2,1
8713,60+,Smartwatch,Touch,Make Payment,0,49,6,0
8714,45-60,Feature Phone,Haptic,Make Payment,4,71,1,1
8715,45-60,Feature Phone,Voice,Check Balance,3,30,9,1
8716,18-30,Smartwatch,Haptic,Make Payment,4,103,6,1
8717,18-30,Smartphone,Voice,Check Balance,3,17,7,1
8718,30-45,Feature Phone,Voice,Transfer Money,2,85,5,1
8719,18-30,Smartphone,Touch,Transfer Money,0,34,2,0
8720,30-45,Smartwatch,Touch,Make Payment,0,97,4,1
8721,60+,Feature Phone,Touch,Check Balance,4,82,5,1
8722,18-30,Feature Phone,Voice,Check Balance,1,34,2,0
8723,45-60,Feature Phone,Touch,Transfer Money,4,105,9,1
8724,18-30,Feature Phone,Voice,Check Balance,1,48,2,0
8725,30-45,Feature Phone,Haptic,Make Payment,4,52,2,1
8726,18-30,Smartwatch,Haptic,Make Payment,3,106,2,1
8727,60+,Feature Phone,Voice,Transfer Money,3,13,2,1
8728,45-60,Smartwatch,Touch,Check Balance,1,52,5,0
8729,30-45,Smartphone,Touch,Make Payment,0,100,7,1
8730,45-60,Smartwatch,Haptic,Make Payment,1,60,1,0
8731,45-60,Feature Phone,Voice,Make Payment,2,72,9,1
8732,30-45,Smartphone,Voice,Check Balance,0,10,6,0
8733,45-60,Smartwatch,Voice,Transfer Money,1,119,1,1
8734,45-60,Smartwatch,Haptic,Transfer Money,2,69,1,1
8735,18-30,Smartwatch,Haptic,Make Payment,2,93,9,1
8736,45-60,Feature Phone,Touch,Transfer Money,4,108,9,1
8737,45-60,Feature Phone,Voice,Make Payment,1,106,1,1
8738,45-60,Smartwatch,Voice,Make Payment,3,71,1,1
8739,45-60,Smartwatch,Voice,Check Balance,4,25,5,1
8740,30-45,Smartphone,Voice,Make Payment,0,82,5,1
8741,60+,Feature Phone,Haptic,Make Payment,3,34,7,1
8742,18-30,Feature Phone,Touch,Check Balance,2,61,4,1
8743,45-60,Smartphone,Haptic,Check Balance,0,59,1,0
